City,Census,Rank,label,offset,x_place,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,state,toolcity,toolcensus,toolrank,toolchange,firstcensus,tooltext,limit,limits_val
NEW ORLEANS,11,12,0,NA,20.35,12,-21.05,-19.650000000000002,-11.6,-12.4,new_orleans,LA,New Orleans,11th,12th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 11th<br>Rank: 12th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",right_lim,19.8
NEW ORLEANS,11,12,0,NA,20.35,12,-21.05,-19.650000000000002,-11.6,-12.4,new_orleans,LA,New Orleans,11th,12th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 11th<br>Rank: 12th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",left_lim,20.900000000000002
PITTSBURG,11,13,0,NA,20.35,13,-21.05,-19.650000000000002,-12.6,-13.4,pittsburg,PA,Pittsburg,11th,13th,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 11th<br>Rank: 13th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census",right_lim,19.8
PITTSBURG,11,13,0,NA,20.35,13,-21.05,-19.650000000000002,-12.6,-13.4,pittsburg,PA,Pittsburg,11th,13th,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 11th<br>Rank: 13th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census",left_lim,20.900000000000002
WASHINGTON,11,14,0,NA,20.35,14,-21.05,-19.650000000000002,-13.6,-14.4,washington,DC,Washington,11th,14th,Rank Change from Last Census: -3,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 11th<br>Rank: 14th<br>Rank Change from Last Census: -3<br>First Appearance: 3rd Census",right_lim,19.8
WASHINGTON,11,14,0,NA,20.35,14,-21.05,-19.650000000000002,-13.6,-14.4,washington,DC,Washington,11th,14th,Rank Change from Last Census: -3,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 11th<br>Rank: 14th<br>Rank Change from Last Census: -3<br>First Appearance: 3rd Census",left_lim,20.900000000000002
DETROIT,11,15,0,NA,20.35,15,-21.05,-19.650000000000002,-14.6,-15.4,detroit,MI,Detroit,11th,15th,Rank Change from Last Census: 3,<br>First Appearance: 6th Census,"City: Detroit, MI<br>Census: 11th<br>Rank: 15th<br>Rank Change from Last Census: 3<br>First Appearance: 6th Census",right_lim,19.8
DETROIT,11,15,0,NA,20.35,15,-21.05,-19.650000000000002,-14.6,-15.4,detroit,MI,Detroit,11th,15th,Rank Change from Last Census: 3,<br>First Appearance: 6th Census,"City: Detroit, MI<br>Census: 11th<br>Rank: 15th<br>Rank Change from Last Census: 3<br>First Appearance: 6th Census",left_lim,20.900000000000002
MILWAUKEE,11,16,0,NA,20.35,16,-21.05,-19.650000000000002,-15.6,-16.4,milwaukee,WI,Milwaukee,11th,16th,Rank Change from Last Census: 3,<br>First Appearance: 7th Census,"City: Milwaukee, WI<br>Census: 11th<br>Rank: 16th<br>Rank Change from Last Census: 3<br>First Appearance: 7th Census",right_lim,19.8
MILWAUKEE,11,16,0,NA,20.35,16,-21.05,-19.650000000000002,-15.6,-16.4,milwaukee,WI,Milwaukee,11th,16th,Rank Change from Last Census: 3,<br>First Appearance: 7th Census,"City: Milwaukee, WI<br>Census: 11th<br>Rank: 16th<br>Rank Change from Last Census: 3<br>First Appearance: 7th Census",left_lim,20.900000000000002
NEWARK,11,17,0,NA,20.35,17,-21.05,-19.650000000000002,-16.6,-17.4,newark,NJ,Newark,11th,17th,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 11th<br>Rank: 17th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",right_lim,19.8
NEWARK,11,17,0,NA,20.35,17,-21.05,-19.650000000000002,-16.6,-17.4,newark,NJ,Newark,11th,17th,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 11th<br>Rank: 17th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",left_lim,20.900000000000002
MINNEAPOLIS,11,18,0,NA,20.35,18,-21.05,-19.650000000000002,-17.6,-18.4,minneapolis,MN,Minneapolis,11th,18th,Rank Change from Last Census: 20,<br>First Appearance: 10th Census,"City: Minneapolis, MN<br>Census: 11th<br>Rank: 18th<br>Rank Change from Last Census: 20<br>First Appearance: 10th Census",right_lim,19.8
MINNEAPOLIS,11,18,0,NA,20.35,18,-21.05,-19.650000000000002,-17.6,-18.4,minneapolis,MN,Minneapolis,11th,18th,Rank Change from Last Census: 20,<br>First Appearance: 10th Census,"City: Minneapolis, MN<br>Census: 11th<br>Rank: 18th<br>Rank Change from Last Census: 20<br>First Appearance: 10th Census",left_lim,20.900000000000002
JERSEY CITY,11,19,0,NA,20.35,19,-21.05,-19.650000000000002,-18.6,-19.4,jersey_city,NJ,Jersey City,11th,19th,Rank Change from Last Census: -2,<br>First Appearance: 8th Census,"City: Jersey City, NJ<br>Census: 11th<br>Rank: 19th<br>Rank Change from Last Census: -2<br>First Appearance: 8th Census",right_lim,19.8
JERSEY CITY,11,19,0,NA,20.35,19,-21.05,-19.650000000000002,-18.6,-19.4,jersey_city,NJ,Jersey City,11th,19th,Rank Change from Last Census: -2,<br>First Appearance: 8th Census,"City: Jersey City, NJ<br>Census: 11th<br>Rank: 19th<br>Rank Change from Last Census: -2<br>First Appearance: 8th Census",left_lim,20.900000000000002
LOUISVILLE,11,20,0,NA,20.35,20,-21.05,-19.650000000000002,-19.6,-20.4,louisville,KY,Louisville,11th,20th,Rank Change from Last Census: -4,<br>First Appearance: 5th Census,"City: Louisville, KY<br>Census: 11th<br>Rank: 20th<br>Rank Change from Last Census: -4<br>First Appearance: 5th Census",right_lim,19.8
LOUISVILLE,11,20,0,NA,20.35,20,-21.05,-19.650000000000002,-19.6,-20.4,louisville,KY,Louisville,11th,20th,Rank Change from Last Census: -4,<br>First Appearance: 5th Census,"City: Louisville, KY<br>Census: 11th<br>Rank: 20th<br>Rank Change from Last Census: -4<br>First Appearance: 5th Census",left_lim,20.900000000000002
OMAHA,11,21,0,NA,20.35,21,-21.05,-19.650000000000002,-20.6,-21.4,omaha,NE,Omaha,11th,21st,First Appearance,,"City: Omaha, NE<br>Census: 11th<br>Rank: 21st<br>First Appearance",right_lim,19.8
OMAHA,11,21,0,NA,20.35,21,-21.05,-19.650000000000002,-20.6,-21.4,omaha,NE,Omaha,11th,21st,First Appearance,,"City: Omaha, NE<br>Census: 11th<br>Rank: 21st<br>First Appearance",left_lim,20.900000000000002
ROCHESTER,11,22,0,NA,20.35,22,-21.05,-19.650000000000002,-21.6,-22.4,rochester,NY,Rochester,11th,22nd,Rank Change from Last Census: 0,<br>First Appearance: 5th Census,"City: Rochester, NY<br>Census: 11th<br>Rank: 22nd<br>Rank Change from Last Census: 0<br>First Appearance: 5th Census",right_lim,19.8
ROCHESTER,11,22,0,NA,20.35,22,-21.05,-19.650000000000002,-21.6,-22.4,rochester,NY,Rochester,11th,22nd,Rank Change from Last Census: 0,<br>First Appearance: 5th Census,"City: Rochester, NY<br>Census: 11th<br>Rank: 22nd<br>Rank Change from Last Census: 0<br>First Appearance: 5th Census",left_lim,20.900000000000002
ST. PAUL,11,23,0,NA,20.35,23,-21.05,-19.650000000000002,-22.6,-23.4,st_paul,MN,St. Paul,11th,23rd,Rank Change from Last Census: 22,<br>First Appearance: 10th Census,"City: St. Paul, MN<br>Census: 11th<br>Rank: 23rd<br>Rank Change from Last Census: 22<br>First Appearance: 10th Census",right_lim,19.8
ST. PAUL,11,23,0,NA,20.35,23,-21.05,-19.650000000000002,-22.6,-23.4,st_paul,MN,St. Paul,11th,23rd,Rank Change from Last Census: 22,<br>First Appearance: 10th Census,"City: St. Paul, MN<br>Census: 11th<br>Rank: 23rd<br>Rank Change from Last Census: 22<br>First Appearance: 10th Census",left_lim,20.900000000000002
KANSAS CITY,11,24,0,NA,20.35,24,-21.05,-19.650000000000002,-23.6,-24.4,kansas_city,MO,Kansas City,11th,24th,Rank Change from Last Census: 6,<br>First Appearance: 9th Census,"City: Kansas City, MO<br>Census: 11th<br>Rank: 24th<br>Rank Change from Last Census: 6<br>First Appearance: 9th Census",right_lim,19.8
KANSAS CITY,11,24,0,NA,20.35,24,-21.05,-19.650000000000002,-23.6,-24.4,kansas_city,MO,Kansas City,11th,24th,Rank Change from Last Census: 6,<br>First Appearance: 9th Census,"City: Kansas City, MO<br>Census: 11th<br>Rank: 24th<br>Rank Change from Last Census: 6<br>First Appearance: 9th Census",left_lim,20.900000000000002
PROVIDENCE,11,25,0,NA,20.35,25,-21.05,-19.650000000000002,-24.6,-25.4,providence,RI,Providence,11th,25th,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 11th<br>Rank: 25th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census",right_lim,19.8
PROVIDENCE,11,25,0,NA,20.35,25,-21.05,-19.650000000000002,-24.6,-25.4,providence,RI,Providence,11th,25th,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 11th<br>Rank: 25th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census",left_lim,20.900000000000002
DENVER,11,26,0,NA,20.35,26,-21.05,-19.650000000000002,-25.6,-26.4,denver,CO,Denver,11th,26th,Rank Change from Last Census: 24,<br>First Appearance: 10th Census,"City: Denver, CO<br>Census: 11th<br>Rank: 26th<br>Rank Change from Last Census: 24<br>First Appearance: 10th Census",right_lim,19.8
DENVER,11,26,0,NA,20.35,26,-21.05,-19.650000000000002,-25.6,-26.4,denver,CO,Denver,11th,26th,Rank Change from Last Census: 24,<br>First Appearance: 10th Census,"City: Denver, CO<br>Census: 11th<br>Rank: 26th<br>Rank Change from Last Census: 24<br>First Appearance: 10th Census",left_lim,20.900000000000002
INDIANAPOLIS,11,27,0,NA,20.35,27,-21.05,-19.650000000000002,-26.6,-27.4,indianapolis,IN,Indianapolis,11th,27th,Rank Change from Last Census: -3,<br>First Appearance: 8th Census,"City: Indianapolis, IN<br>Census: 11th<br>Rank: 27th<br>Rank Change from Last Census: -3<br>First Appearance: 8th Census",right_lim,19.8
INDIANAPOLIS,11,27,0,NA,20.35,27,-21.05,-19.650000000000002,-26.6,-27.4,indianapolis,IN,Indianapolis,11th,27th,Rank Change from Last Census: -3,<br>First Appearance: 8th Census,"City: Indianapolis, IN<br>Census: 11th<br>Rank: 27th<br>Rank Change from Last Census: -3<br>First Appearance: 8th Census",left_lim,20.900000000000002
ALLEGHENY,11,28,0,NA,20.35,28,-21.05,-19.650000000000002,-27.6,-28.4,allegheny,PA,Allegheny,11th,28th,Rank Change from Last Census: -5,<br>First Appearance: 6th Census,"City: Allegheny, PA<br>Census: 11th<br>Rank: 28th<br>Rank Change from Last Census: -5<br>First Appearance: 6th Census",right_lim,19.8
ALLEGHENY,11,28,0,NA,20.35,28,-21.05,-19.650000000000002,-27.6,-28.4,allegheny,PA,Allegheny,11th,28th,Rank Change from Last Census: -5,<br>First Appearance: 6th Census,"City: Allegheny, PA<br>Census: 11th<br>Rank: 28th<br>Rank Change from Last Census: -5<br>First Appearance: 6th Census",left_lim,20.900000000000002
ALBANY,11,29,0,NA,20.35,29,-21.05,-19.650000000000002,-28.6,-29.4,albany,NY,Albany,11th,29th,Rank Change from Last Census: -8,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 11th<br>Rank: 29th<br>Rank Change from Last Census: -8<br>First Appearance: 2nd Census",right_lim,19.8
ALBANY,11,29,0,NA,20.35,29,-21.05,-19.650000000000002,-28.6,-29.4,albany,NY,Albany,11th,29th,Rank Change from Last Census: -8,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 11th<br>Rank: 29th<br>Rank Change from Last Census: -8<br>First Appearance: 2nd Census",left_lim,20.900000000000002
COLUMBUS,11,30,0,NA,20.35,30,-21.05,-19.650000000000002,-29.6,-30.4,columbus,OH,Columbus,11th,30th,Rank Change from Last Census: 3,<br>First Appearance: 7th Census,"City: Columbus, OH<br>Census: 11th<br>Rank: 30th<br>Rank Change from Last Census: 3<br>First Appearance: 7th Census",right_lim,19.8
COLUMBUS,11,30,0,NA,20.35,30,-21.05,-19.650000000000002,-29.6,-30.4,columbus,OH,Columbus,11th,30th,Rank Change from Last Census: 3,<br>First Appearance: 7th Census,"City: Columbus, OH<br>Census: 11th<br>Rank: 30th<br>Rank Change from Last Census: 3<br>First Appearance: 7th Census",left_lim,20.900000000000002
SYRACUSE,11,31,0,NA,20.35,31,-21.05,-19.650000000000002,-30.6,-31.4,syracuse,NY,Syracuse,11th,31st,Rank Change from Last Census: 1,<br>First Appearance: 6th Census,"City: Syracuse, NY<br>Census: 11th<br>Rank: 31st<br>Rank Change from Last Census: 1<br>First Appearance: 6th Census",right_lim,19.8
SYRACUSE,11,31,0,NA,20.35,31,-21.05,-19.650000000000002,-30.6,-31.4,syracuse,NY,Syracuse,11th,31st,Rank Change from Last Census: 1,<br>First Appearance: 6th Census,"City: Syracuse, NY<br>Census: 11th<br>Rank: 31st<br>Rank Change from Last Census: 1<br>First Appearance: 6th Census",left_lim,20.900000000000002
WORCESTER,11,32,0,NA,20.35,32,-21.05,-19.650000000000002,-31.6,-32.4,worcester,MA,Worcester,11th,32nd,Rank Change from Last Census: -4,<br>First Appearance: 7th Census,"City: Worcester, MA<br>Census: 11th<br>Rank: 32nd<br>Rank Change from Last Census: -4<br>First Appearance: 7th Census",right_lim,19.8
WORCESTER,11,32,0,NA,20.35,32,-21.05,-19.650000000000002,-31.6,-32.4,worcester,MA,Worcester,11th,32nd,Rank Change from Last Census: -4,<br>First Appearance: 7th Census,"City: Worcester, MA<br>Census: 11th<br>Rank: 32nd<br>Rank Change from Last Census: -4<br>First Appearance: 7th Census",left_lim,20.900000000000002
TOLEDO,11,33,0,NA,20.35,33,-21.05,-19.650000000000002,-32.6,-33.4,toledo,OH,Toledo,11th,33rd,Rank Change from Last Census: 2,<br>First Appearance: 9th Census,"City: Toledo, OH<br>Census: 11th<br>Rank: 33rd<br>Rank Change from Last Census: 2<br>First Appearance: 9th Census",right_lim,19.8
TOLEDO,11,33,0,NA,20.35,33,-21.05,-19.650000000000002,-32.6,-33.4,toledo,OH,Toledo,11th,33rd,Rank Change from Last Census: 2,<br>First Appearance: 9th Census,"City: Toledo, OH<br>Census: 11th<br>Rank: 33rd<br>Rank Change from Last Census: 2<br>First Appearance: 9th Census",left_lim,20.900000000000002
RICHMOND,11,34,0,NA,20.35,34,-21.05,-19.650000000000002,-33.6,-34.4,richmond,VA,Richmond,11th,34th,Rank Change from Last Census: -9,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 11th<br>Rank: 34th<br>Rank Change from Last Census: -9<br>First Appearance: 2nd Census",right_lim,19.8
RICHMOND,11,34,0,NA,20.35,34,-21.05,-19.650000000000002,-33.6,-34.4,richmond,VA,Richmond,11th,34th,Rank Change from Last Census: -9,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 11th<br>Rank: 34th<br>Rank Change from Last Census: -9<br>First Appearance: 2nd Census",left_lim,20.900000000000002
NEW HAVEN,11,35,0,NA,20.35,35,-21.05,-19.650000000000002,-34.6,-35.4,new_haven,CT,New Haven,11th,35th,Rank Change from Last Census: -9,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 11th<br>Rank: 35th<br>Rank Change from Last Census: -9<br>First Appearance: 3rd Census",right_lim,19.8
NEW HAVEN,11,35,0,NA,20.35,35,-21.05,-19.650000000000002,-34.6,-35.4,new_haven,CT,New Haven,11th,35th,Rank Change from Last Census: -9,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 11th<br>Rank: 35th<br>Rank Change from Last Census: -9<br>First Appearance: 3rd Census",left_lim,20.900000000000002
PATERSON,11,36,0,NA,20.35,36,-21.05,-19.650000000000002,-35.6,-36.4,paterson,NJ,Paterson,11th,36th,Rank Change from Last Census: -2,<br>First Appearance: 8th Census,"City: Paterson, NJ<br>Census: 11th<br>Rank: 36th<br>Rank Change from Last Census: -2<br>First Appearance: 8th Census",right_lim,19.8
PATERSON,11,36,0,NA,20.35,36,-21.05,-19.650000000000002,-35.6,-36.4,paterson,NJ,Paterson,11th,36th,Rank Change from Last Census: -2,<br>First Appearance: 8th Census,"City: Paterson, NJ<br>Census: 11th<br>Rank: 36th<br>Rank Change from Last Census: -2<br>First Appearance: 8th Census",left_lim,20.900000000000002
LOWELL,11,37,0,NA,20.35,37,-21.05,-19.650000000000002,-36.6,-37.4,lowell,MA,Lowell,11th,37th,Rank Change from Last Census: -10,<br>First Appearance: 5th Census,"City: Lowell, MA<br>Census: 11th<br>Rank: 37th<br>Rank Change from Last Census: -10<br>First Appearance: 5th Census",right_lim,19.8
LOWELL,11,37,0,NA,20.35,37,-21.05,-19.650000000000002,-36.6,-37.4,lowell,MA,Lowell,11th,37th,Rank Change from Last Census: -10,<br>First Appearance: 5th Census,"City: Lowell, MA<br>Census: 11th<br>Rank: 37th<br>Rank Change from Last Census: -10<br>First Appearance: 5th Census",left_lim,20.900000000000002
NASHVILLE,11,38,0,NA,20.35,38,-21.05,-19.650000000000002,-37.6,-38.4,nashville,TN,Nashville,11th,38th,Rank Change from Last Census: 2,<br>First Appearance: 10th Census,"City: Nashville, TN<br>Census: 11th<br>Rank: 38th<br>Rank Change from Last Census: 2<br>First Appearance: 10th Census",right_lim,19.8
NASHVILLE,11,38,0,NA,20.35,38,-21.05,-19.650000000000002,-37.6,-38.4,nashville,TN,Nashville,11th,38th,Rank Change from Last Census: 2,<br>First Appearance: 10th Census,"City: Nashville, TN<br>Census: 11th<br>Rank: 38th<br>Rank Change from Last Census: 2<br>First Appearance: 10th Census",left_lim,20.900000000000002
SCRANTON,11,39,0,NA,20.35,39,-21.05,-19.650000000000002,-38.6,-39.4,scranton,PA,Scranton,11th,39th,Rank Change from Last Census: 0,<br>First Appearance: 9th Census,"City: Scranton, PA<br>Census: 11th<br>Rank: 39th<br>Rank Change from Last Census: 0<br>First Appearance: 9th Census",right_lim,19.8
SCRANTON,11,39,0,NA,20.35,39,-21.05,-19.650000000000002,-38.6,-39.4,scranton,PA,Scranton,11th,39th,Rank Change from Last Census: 0,<br>First Appearance: 9th Census,"City: Scranton, PA<br>Census: 11th<br>Rank: 39th<br>Rank Change from Last Census: 0<br>First Appearance: 9th Census",left_lim,20.900000000000002
FALL RIVER,11,40,0,NA,20.35,40,-21.05,-19.650000000000002,-39.6,-40.4,fall_river,MA,Fall River,11th,40th,Rank Change from Last Census: -3,<br>First Appearance: 9th Census,"City: Fall River, MA<br>Census: 11th<br>Rank: 40th<br>Rank Change from Last Census: -3<br>First Appearance: 9th Census",right_lim,19.8
FALL RIVER,11,40,0,NA,20.35,40,-21.05,-19.650000000000002,-39.6,-40.4,fall_river,MA,Fall River,11th,40th,Rank Change from Last Census: -3,<br>First Appearance: 9th Census,"City: Fall River, MA<br>Census: 11th<br>Rank: 40th<br>Rank Change from Last Census: -3<br>First Appearance: 9th Census",left_lim,20.900000000000002
CAMBRIDGE,11,41,0,NA,20.35,41,-21.05,-19.650000000000002,-40.6,-41.4,cambridge,MA,Cambridge,11th,41st,Rank Change from Last Census: -10,<br>First Appearance: 5th Census,"City: Cambridge, MA<br>Census: 11th<br>Rank: 41st<br>Rank Change from Last Census: -10<br>First Appearance: 5th Census",right_lim,19.8
CAMBRIDGE,11,41,0,NA,20.35,41,-21.05,-19.650000000000002,-40.6,-41.4,cambridge,MA,Cambridge,11th,41st,Rank Change from Last Census: -10,<br>First Appearance: 5th Census,"City: Cambridge, MA<br>Census: 11th<br>Rank: 41st<br>Rank Change from Last Census: -10<br>First Appearance: 5th Census",left_lim,20.900000000000002
ATLANTA,11,42,0,NA,20.35,42,-21.05,-19.650000000000002,-41.6,-42.4,atlanta,GA,Atlanta,11th,42nd,Rank Change from Last Census: 7,<br>First Appearance: 10th Census,"City: Atlanta, GA<br>Census: 11th<br>Rank: 42nd<br>Rank Change from Last Census: 7<br>First Appearance: 10th Census",right_lim,19.8
ATLANTA,11,42,0,NA,20.35,42,-21.05,-19.650000000000002,-41.6,-42.4,atlanta,GA,Atlanta,11th,42nd,Rank Change from Last Census: 7,<br>First Appearance: 10th Census,"City: Atlanta, GA<br>Census: 11th<br>Rank: 42nd<br>Rank Change from Last Census: 7<br>First Appearance: 10th Census",left_lim,20.900000000000002
MEMPHIS,11,43,0,NA,20.35,43,-21.05,-19.650000000000002,-42.6,-43.4,memphis,TN,Memphis,11th,43rd,Rank Change from Last Census: -11,<br>First Appearance: 8th Census,"City: Memphis, TN<br>Census: 11th<br>Rank: 43rd<br>Rank Change from Last Census: -11<br>First Appearance: 8th Census",right_lim,19.8
MEMPHIS,11,43,0,NA,20.35,43,-21.05,-19.650000000000002,-42.6,-43.4,memphis,TN,Memphis,11th,43rd,Rank Change from Last Census: -11,<br>First Appearance: 8th Census,"City: Memphis, TN<br>Census: 11th<br>Rank: 43rd<br>Rank Change from Last Census: -11<br>First Appearance: 8th Census",left_lim,20.900000000000002
WILMINGTON,11,44,1,NA,20.35,44,-21.05,-19.650000000000002,-43.6,-44.4,wilmington,DE,Wilmington,11th,44th,Rank Change from Last Census: -2,<br>First Appearance: 6th Census,"City: Wilmington, DE<br>Census: 11th<br>Rank: 44th<br>Rank Change from Last Census: -2<br>First Appearance: 6th Census",right_lim,19.8
WILMINGTON,11,44,1,NA,20.35,44,-21.05,-19.650000000000002,-43.6,-44.4,wilmington,DE,Wilmington,11th,44th,Rank Change from Last Census: -2,<br>First Appearance: 6th Census,"City: Wilmington, DE<br>Census: 11th<br>Rank: 44th<br>Rank Change from Last Census: -2<br>First Appearance: 6th Census",left_lim,20.900000000000002
DAYTON,11,45,0,NA,20.35,45,-21.05,-19.650000000000002,-44.6,-45.4,dayton,OH,Dayton,11th,45th,Rank Change from Last Census: 2,<br>First Appearance: 8th Census,"City: Dayton, OH<br>Census: 11th<br>Rank: 45th<br>Rank Change from Last Census: 2<br>First Appearance: 8th Census",right_lim,19.8
DAYTON,11,45,0,NA,20.35,45,-21.05,-19.650000000000002,-44.6,-45.4,dayton,OH,Dayton,11th,45th,Rank Change from Last Census: 2,<br>First Appearance: 8th Census,"City: Dayton, OH<br>Census: 11th<br>Rank: 45th<br>Rank Change from Last Census: 2<br>First Appearance: 8th Census",left_lim,20.900000000000002
TROY,11,46,1,NA,20.35,46,-21.05,-19.650000000000002,-45.6,-46.4,troy,NY,Troy,11th,46th,Rank Change from Last Census: -17,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 11th<br>Rank: 46th<br>Rank Change from Last Census: -17<br>First Appearance: 4th Census",right_lim,19.8
TROY,11,46,1,NA,20.35,46,-21.05,-19.650000000000002,-45.6,-46.4,troy,NY,Troy,11th,46th,Rank Change from Last Census: -17,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 11th<br>Rank: 46th<br>Rank Change from Last Census: -17<br>First Appearance: 4th Census",left_lim,20.900000000000002
GRAND RAPIDS,11,47,0,NA,20.35,47,-21.05,-19.650000000000002,-46.6,-47.4,grand_rapids,MI,Grand Rapids,11th,47th,First Appearance,,"City: Grand Rapids, MI<br>Census: 11th<br>Rank: 47th<br>First Appearance",right_lim,19.8
GRAND RAPIDS,11,47,0,NA,20.35,47,-21.05,-19.650000000000002,-46.6,-47.4,grand_rapids,MI,Grand Rapids,11th,47th,First Appearance,,"City: Grand Rapids, MI<br>Census: 11th<br>Rank: 47th<br>First Appearance",left_lim,20.900000000000002
READING,11,48,0,NA,20.35,48,-21.05,-19.650000000000002,-47.6,-48.4,reading,PA,Reading,11th,48th,Rank Change from Last Census: -7,<br>First Appearance: 4th Census,"City: Reading, PA<br>Census: 11th<br>Rank: 48th<br>Rank Change from Last Census: -7<br>First Appearance: 4th Census",right_lim,19.8
READING,11,48,0,NA,20.35,48,-21.05,-19.650000000000002,-47.6,-48.4,reading,PA,Reading,11th,48th,Rank Change from Last Census: -7,<br>First Appearance: 4th Census,"City: Reading, PA<br>Census: 11th<br>Rank: 48th<br>Rank Change from Last Census: -7<br>First Appearance: 4th Census",left_lim,20.900000000000002
CAMDEN,11,49,1,NA,20.35,49,-21.05,-19.650000000000002,-48.6,-49.4,camden,NJ,Camden,11th,49th,Rank Change from Last Census: -5,<br>First Appearance: 10th Census,"City: Camden, NJ<br>Census: 11th<br>Rank: 49th<br>Rank Change from Last Census: -5<br>First Appearance: 10th Census",right_lim,19.8
CAMDEN,11,49,1,NA,20.35,49,-21.05,-19.650000000000002,-48.6,-49.4,camden,NJ,Camden,11th,49th,Rank Change from Last Census: -5,<br>First Appearance: 10th Census,"City: Camden, NJ<br>Census: 11th<br>Rank: 49th<br>Rank Change from Last Census: -5<br>First Appearance: 10th Census",left_lim,20.900000000000002
TRENTON,11,50,1,NA,20.35,50,-21.05,-19.650000000000002,-49.6,-50.4,trenton,NJ,Trenton,11th,50th,First Appearance,,"City: Trenton, NJ<br>Census: 11th<br>Rank: 50th<br>First Appearance",right_lim,19.8
TRENTON,11,50,1,NA,20.35,50,-21.05,-19.650000000000002,-49.6,-50.4,trenton,NJ,Trenton,11th,50th,First Appearance,,"City: Trenton, NJ<br>Census: 11th<br>Rank: 50th<br>First Appearance",left_lim,20.900000000000002
NEW YORK,12,1,0,left,22.200000000000003,1,-22.900000000000002,-21.500000000000004,-0.6,-1.4,new_york,NY,New York,12th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 12th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,21.650000000000002
NEW YORK,12,1,0,left,22.200000000000003,1,-22.900000000000002,-21.500000000000004,-0.6,-1.4,new_york,NY,New York,12th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 12th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,22.750000000000004
CHICAGO,12,2,0,left,22.200000000000003,2,-22.900000000000002,-21.500000000000004,-1.6,-2.4,chicago,IL,Chicago,12th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 7th Census,"City: Chicago, IL<br>Census: 12th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 7th Census",right_lim,21.650000000000002
CHICAGO,12,2,0,left,22.200000000000003,2,-22.900000000000002,-21.500000000000004,-1.6,-2.4,chicago,IL,Chicago,12th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 7th Census,"City: Chicago, IL<br>Census: 12th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 7th Census",left_lim,22.750000000000004
PHILADELPHIA,12,3,0,left,22.200000000000003,3,-22.900000000000002,-21.500000000000004,-2.6,-3.4,philadelphia,PA,Philadelphia,12th,3rd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 12th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,21.650000000000002
PHILADELPHIA,12,3,0,left,22.200000000000003,3,-22.900000000000002,-21.500000000000004,-2.6,-3.4,philadelphia,PA,Philadelphia,12th,3rd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 12th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,22.750000000000004
