City,Census,Rank,label,offset,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,toolcity,toolcensus,toolrank,state,toolchange,firstcensus,tooltext,limit,limits_val
LAWRENCE,18,45,1,NA,45,-18.7,-17.3,-44.6,-45.4,lawrence,Lawrence,9th,45th,MA,First Appearance,,"City: Lawrence, MA<br>Census: 9th<br>Rank: 45th<br>First Appearance",right_lim,17.45
LAWRENCE,18,45,1,NA,45,-18.7,-17.3,-44.6,-45.4,lawrence,Lawrence,9th,45th,MA,First Appearance,,"City: Lawrence, MA<br>Census: 9th<br>Rank: 45th<br>First Appearance",left_lim,18.55
UTICA,18,46,1,NA,46,-18.7,-17.3,-45.6,-46.4,utica,Utica,9th,46th,NY,Rank Change from Last Census: -7,<br>First Appearance: 5th Census,"City: Utica, NY<br>Census: 9th<br>Rank: 46th<br>Rank Change from Last Census: -7<br>First Appearance: 5th Census",right_lim,17.45
UTICA,18,46,1,NA,46,-18.7,-17.3,-45.6,-46.4,utica,Utica,9th,46th,NY,Rank Change from Last Census: -7,<br>First Appearance: 5th Census,"City: Utica, NY<br>Census: 9th<br>Rank: 46th<br>Rank Change from Last Census: -7<br>First Appearance: 5th Census",left_lim,18.55
CHARLESTOWN,18,47,1,NA,47,-18.7,-17.3,-46.6,-47.4,charlestown,Charlestown,9th,47th,MA,Rank Change from Last Census: -12,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 9th<br>Rank: 47th<br>Rank Change from Last Census: -12<br>First Appearance: 4th Census",right_lim,17.45
CHARLESTOWN,18,47,1,NA,47,-18.7,-17.3,-46.6,-47.4,charlestown,Charlestown,9th,47th,MA,Rank Change from Last Census: -12,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 9th<br>Rank: 47th<br>Rank Change from Last Census: -12<br>First Appearance: 4th Census",left_lim,18.55
SAVANNAH,18,48,1,NA,48,-18.7,-17.3,-47.6,-48.4,savannah,Savannah,9th,48th,GA,Rank Change from Last Census: -7,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 9th<br>Rank: 48th<br>Rank Change from Last Census: -7<br>First Appearance: 2nd Census",right_lim,17.45
SAVANNAH,18,48,1,NA,48,-18.7,-17.3,-47.6,-48.4,savannah,Savannah,9th,48th,GA,Rank Change from Last Census: -7,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 9th<br>Rank: 48th<br>Rank Change from Last Census: -7<br>First Appearance: 2nd Census",left_lim,18.55
LYNN,18,49,0,NA,49,-18.7,-17.3,-48.6,-49.4,lynn,Lynn,9th,49th,MA,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Lynn, MA<br>Census: 9th<br>Rank: 49th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",right_lim,17.45
LYNN,18,49,0,NA,49,-18.7,-17.3,-48.6,-49.4,lynn,Lynn,9th,49th,MA,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Lynn, MA<br>Census: 9th<br>Rank: 49th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",left_lim,18.55
FALL RIVER,18,50,1,NA,50,-18.7,-17.3,-49.6,-50.4,fall_river,Fall River,9th,50th,MA,First Appearance,,"City: Fall River, MA<br>Census: 9th<br>Rank: 50th<br>First Appearance",right_lim,17.45
FALL RIVER,18,50,1,NA,50,-18.7,-17.3,-49.6,-50.4,fall_river,Fall River,9th,50th,MA,First Appearance,,"City: Fall River, MA<br>Census: 9th<br>Rank: 50th<br>First Appearance",left_lim,18.55
NEW YORK,20,1,0,NA,1,-20.7,-19.3,-0.6,-1.4,new_york,New York,10th,1st,NY,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 10th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,19.45
NEW YORK,20,1,0,NA,1,-20.7,-19.3,-0.6,-1.4,new_york,New York,10th,1st,NY,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 10th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,20.55
PHILADELPHIA,20,2,0,NA,2,-20.7,-19.3,-1.6,-2.4,philadelphia,Philadelphia,10th,2nd,PA,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 10th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,19.45
PHILADELPHIA,20,2,0,NA,2,-20.7,-19.3,-1.6,-2.4,philadelphia,Philadelphia,10th,2nd,PA,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 10th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,20.55
BROOKLYN,20,3,0,NA,3,-20.7,-19.3,-2.6,-3.4,brooklyn,Brooklyn,10th,3rd,NY,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 10th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census",right_lim,19.45
BROOKLYN,20,3,0,NA,3,-20.7,-19.3,-2.6,-3.4,brooklyn,Brooklyn,10th,3rd,NY,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 10th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census",left_lim,20.55
CHICAGO,20,4,0,NA,4,-20.7,-19.3,-3.6,-4.4,chicago,Chicago,10th,4th,IL,Rank Change from Last Census: 1,<br>First Appearance: 7th Census,"City: Chicago, IL<br>Census: 10th<br>Rank: 4th<br>Rank Change from Last Census: 1<br>First Appearance: 7th Census",right_lim,19.45
CHICAGO,20,4,0,NA,4,-20.7,-19.3,-3.6,-4.4,chicago,Chicago,10th,4th,IL,Rank Change from Last Census: 1,<br>First Appearance: 7th Census,"City: Chicago, IL<br>Census: 10th<br>Rank: 4th<br>Rank Change from Last Census: 1<br>First Appearance: 7th Census",left_lim,20.55
BOSTON,20,5,0,NA,5,-20.7,-19.3,-4.6,-5.4,boston,Boston,10th,5th,MA,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 10th<br>Rank: 5th<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",right_lim,19.45
BOSTON,20,5,0,NA,5,-20.7,-19.3,-4.6,-5.4,boston,Boston,10th,5th,MA,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 10th<br>Rank: 5th<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",left_lim,20.55
ST. LOUIS,20,6,0,NA,6,-20.7,-19.3,-5.6,-6.4,st_louis,St. Louis,10th,6th,MO,Rank Change from Last Census: -2,<br>First Appearance: 6th Census,"City: St. Louis, MO<br>Census: 10th<br>Rank: 6th<br>Rank Change from Last Census: -2<br>First Appearance: 6th Census",right_lim,19.45
ST. LOUIS,20,6,0,NA,6,-20.7,-19.3,-5.6,-6.4,st_louis,St. Louis,10th,6th,MO,Rank Change from Last Census: -2,<br>First Appearance: 6th Census,"City: St. Louis, MO<br>Census: 10th<br>Rank: 6th<br>Rank Change from Last Census: -2<br>First Appearance: 6th Census",left_lim,20.55
BALTIMORE,20,7,0,NA,7,-20.7,-19.3,-6.6,-7.4,baltimore,Baltimore,10th,7th,MD,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 10th<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,19.45
BALTIMORE,20,7,0,NA,7,-20.7,-19.3,-6.6,-7.4,baltimore,Baltimore,10th,7th,MD,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 10th<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,20.55
CINCINNATI,20,8,0,NA,8,-20.7,-19.3,-7.6,-8.4,cincinnati,Cincinnati,10th,8th,OH,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 10th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census",right_lim,19.45
CINCINNATI,20,8,0,NA,8,-20.7,-19.3,-7.6,-8.4,cincinnati,Cincinnati,10th,8th,OH,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 10th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census",left_lim,20.55
SAN FRANCISCO,20,9,0,NA,9,-20.7,-19.3,-8.6,-9.4,san_francisco,San Francisco,10th,9th,CA,Rank Change from Last Census: 1,<br>First Appearance: 7th Census,"City: San Francisco, CA<br>Census: 10th<br>Rank: 9th<br>Rank Change from Last Census: 1<br>First Appearance: 7th Census",right_lim,19.45
SAN FRANCISCO,20,9,0,NA,9,-20.7,-19.3,-8.6,-9.4,san_francisco,San Francisco,10th,9th,CA,Rank Change from Last Census: 1,<br>First Appearance: 7th Census,"City: San Francisco, CA<br>Census: 10th<br>Rank: 9th<br>Rank Change from Last Census: 1<br>First Appearance: 7th Census",left_lim,20.55
NEW ORLEANS,20,10,0,NA,10,-20.7,-19.3,-9.6,-10.4,new_orleans,New Orleans,10th,10th,LA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 10th<br>Rank: 10th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,19.45
NEW ORLEANS,20,10,0,NA,10,-20.7,-19.3,-9.6,-10.4,new_orleans,New Orleans,10th,10th,LA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 10th<br>Rank: 10th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,20.55
WASHINGTON,20,11,0,NA,11,-20.7,-19.3,-10.6,-11.4,washington,Washington,10th,11th,DC,Rank Change from Last Census: 1,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 10th<br>Rank: 11th<br>Rank Change from Last Census: 1<br>First Appearance: 3rd Census",right_lim,19.45
WASHINGTON,20,11,0,NA,11,-20.7,-19.3,-10.6,-11.4,washington,Washington,10th,11th,DC,Rank Change from Last Census: 1,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 10th<br>Rank: 11th<br>Rank Change from Last Census: 1<br>First Appearance: 3rd Census",left_lim,20.55
CLEVELAND,20,12,0,NA,12,-20.7,-19.3,-11.6,-12.4,cleveland,Cleveland,10th,12th,OH,Rank Change from Last Census: 3,<br>First Appearance: 7th Census,"City: Cleveland, OH<br>Census: 10th<br>Rank: 12th<br>Rank Change from Last Census: 3<br>First Appearance: 7th Census",right_lim,19.45
CLEVELAND,20,12,0,NA,12,-20.7,-19.3,-11.6,-12.4,cleveland,Cleveland,10th,12th,OH,Rank Change from Last Census: 3,<br>First Appearance: 7th Census,"City: Cleveland, OH<br>Census: 10th<br>Rank: 12th<br>Rank Change from Last Census: 3<br>First Appearance: 7th Census",left_lim,20.55
PITTSBURG,20,13,0,NA,13,-20.7,-19.3,-12.6,-13.4,pittsburg,Pittsburg,10th,13th,PA,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 10th<br>Rank: 13th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census",right_lim,19.45
PITTSBURG,20,13,0,NA,13,-20.7,-19.3,-12.6,-13.4,pittsburg,Pittsburg,10th,13th,PA,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 10th<br>Rank: 13th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census",left_lim,20.55
BUFFALO,20,14,0,NA,14,-20.7,-19.3,-13.6,-14.4,buffalo,Buffalo,10th,14th,NY,Rank Change from Last Census: -3,<br>First Appearance: 5th Census,"City: Buffalo, NY<br>Census: 10th<br>Rank: 14th<br>Rank Change from Last Census: -3<br>First Appearance: 5th Census",right_lim,19.45
BUFFALO,20,14,0,NA,14,-20.7,-19.3,-13.6,-14.4,buffalo,Buffalo,10th,14th,NY,Rank Change from Last Census: -3,<br>First Appearance: 5th Census,"City: Buffalo, NY<br>Census: 10th<br>Rank: 14th<br>Rank Change from Last Census: -3<br>First Appearance: 5th Census",left_lim,20.55
NEWARK,20,15,0,NA,15,-20.7,-19.3,-14.6,-15.4,newark,Newark,10th,15th,NJ,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 10th<br>Rank: 15th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",right_lim,19.45
NEWARK,20,15,0,NA,15,-20.7,-19.3,-14.6,-15.4,newark,Newark,10th,15th,NJ,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 10th<br>Rank: 15th<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",left_lim,20.55
LOUISVILLE,20,16,0,NA,16,-20.7,-19.3,-15.6,-16.4,louisville,Louisville,10th,16th,KY,Rank Change from Last Census: -2,<br>First Appearance: 5th Census,"City: Louisville, KY<br>Census: 10th<br>Rank: 16th<br>Rank Change from Last Census: -2<br>First Appearance: 5th Census",right_lim,19.45
LOUISVILLE,20,16,0,NA,16,-20.7,-19.3,-15.6,-16.4,louisville,Louisville,10th,16th,KY,Rank Change from Last Census: -2,<br>First Appearance: 5th Census,"City: Louisville, KY<br>Census: 10th<br>Rank: 16th<br>Rank Change from Last Census: -2<br>First Appearance: 5th Census",left_lim,20.55
JERSEY CITY,20,17,0,NA,17,-20.7,-19.3,-16.6,-17.4,jersey_city,Jersey City,10th,17th,NJ,Rank Change from Last Census: 0,<br>First Appearance: 8th Census,"City: Jersey City, NJ<br>Census: 10th<br>Rank: 17th<br>Rank Change from Last Census: 0<br>First Appearance: 8th Census",right_lim,19.45
JERSEY CITY,20,17,0,NA,17,-20.7,-19.3,-16.6,-17.4,jersey_city,Jersey City,10th,17th,NJ,Rank Change from Last Census: 0,<br>First Appearance: 8th Census,"City: Jersey City, NJ<br>Census: 10th<br>Rank: 17th<br>Rank Change from Last Census: 0<br>First Appearance: 8th Census",left_lim,20.55
DETROIT,20,18,0,NA,18,-20.7,-19.3,-17.6,-18.4,detroit,Detroit,10th,18th,MI,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,"City: Detroit, MI<br>Census: 10th<br>Rank: 18th<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census",right_lim,19.45
DETROIT,20,18,0,NA,18,-20.7,-19.3,-17.6,-18.4,detroit,Detroit,10th,18th,MI,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,"City: Detroit, MI<br>Census: 10th<br>Rank: 18th<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census",left_lim,20.55
MILWAUKEE,20,19,0,NA,19,-20.7,-19.3,-18.6,-19.4,milwaukee,Milwaukee,10th,19th,WI,Rank Change from Last Census: 0,<br>First Appearance: 7th Census,"City: Milwaukee, WI<br>Census: 10th<br>Rank: 19th<br>Rank Change from Last Census: 0<br>First Appearance: 7th Census",right_lim,19.45
MILWAUKEE,20,19,0,NA,19,-20.7,-19.3,-18.6,-19.4,milwaukee,Milwaukee,10th,19th,WI,Rank Change from Last Census: 0,<br>First Appearance: 7th Census,"City: Milwaukee, WI<br>Census: 10th<br>Rank: 19th<br>Rank Change from Last Census: 0<br>First Appearance: 7th Census",left_lim,20.55
PROVIDENCE,20,20,0,NA,20,-20.7,-19.3,-19.6,-20.4,providence,Providence,10th,20th,RI,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 10th<br>Rank: 20th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census",right_lim,19.45
PROVIDENCE,20,20,0,NA,20,-20.7,-19.3,-19.6,-20.4,providence,Providence,10th,20th,RI,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 10th<br>Rank: 20th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census",left_lim,20.55
ALBANY,20,21,0,NA,21,-20.7,-19.3,-20.6,-21.4,albany,Albany,10th,21st,NY,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 10th<br>Rank: 21st<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",right_lim,19.45
ALBANY,20,21,0,NA,21,-20.7,-19.3,-20.6,-21.4,albany,Albany,10th,21st,NY,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 10th<br>Rank: 21st<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",left_lim,20.55
ROCHESTER,20,22,0,NA,22,-20.7,-19.3,-21.6,-22.4,rochester,Rochester,10th,22nd,NY,Rank Change from Last Census: 0,<br>First Appearance: 5th Census,"City: Rochester, NY<br>Census: 10th<br>Rank: 22nd<br>Rank Change from Last Census: 0<br>First Appearance: 5th Census",right_lim,19.45
ROCHESTER,20,22,0,NA,22,-20.7,-19.3,-21.6,-22.4,rochester,Rochester,10th,22nd,NY,Rank Change from Last Census: 0,<br>First Appearance: 5th Census,"City: Rochester, NY<br>Census: 10th<br>Rank: 22nd<br>Rank Change from Last Census: 0<br>First Appearance: 5th Census",left_lim,20.55
ALLEGHENY,20,23,0,NA,23,-20.7,-19.3,-22.6,-23.4,allegheny,Allegheny,10th,23rd,PA,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,"City: Allegheny, PA<br>Census: 10th<br>Rank: 23rd<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census",right_lim,19.45
ALLEGHENY,20,23,0,NA,23,-20.7,-19.3,-22.6,-23.4,allegheny,Allegheny,10th,23rd,PA,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,"City: Allegheny, PA<br>Census: 10th<br>Rank: 23rd<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census",left_lim,20.55
INDIANAPOLIS,20,24,0,NA,24,-20.7,-19.3,-23.6,-24.4,indianapolis,Indianapolis,10th,24th,IN,Rank Change from Last Census: 3,<br>First Appearance: 8th Census,"City: Indianapolis, IN<br>Census: 10th<br>Rank: 24th<br>Rank Change from Last Census: 3<br>First Appearance: 8th Census",right_lim,19.45
INDIANAPOLIS,20,24,0,NA,24,-20.7,-19.3,-23.6,-24.4,indianapolis,Indianapolis,10th,24th,IN,Rank Change from Last Census: 3,<br>First Appearance: 8th Census,"City: Indianapolis, IN<br>Census: 10th<br>Rank: 24th<br>Rank Change from Last Census: 3<br>First Appearance: 8th Census",left_lim,20.55
RICHMOND,20,25,0,NA,25,-20.7,-19.3,-24.6,-25.4,richmond,Richmond,10th,25th,VA,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 10th<br>Rank: 25th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",right_lim,19.45
RICHMOND,20,25,0,NA,25,-20.7,-19.3,-24.6,-25.4,richmond,Richmond,10th,25th,VA,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 10th<br>Rank: 25th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census",left_lim,20.55
NEW HAVEN,20,26,0,NA,26,-20.7,-19.3,-25.6,-26.4,new_haven,New Haven,10th,26th,CT,Rank Change from Last Census: -1,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 10th<br>Rank: 26th<br>Rank Change from Last Census: -1<br>First Appearance: 3rd Census",right_lim,19.45
NEW HAVEN,20,26,0,NA,26,-20.7,-19.3,-25.6,-26.4,new_haven,New Haven,10th,26th,CT,Rank Change from Last Census: -1,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 10th<br>Rank: 26th<br>Rank Change from Last Census: -1<br>First Appearance: 3rd Census",left_lim,20.55
LOWELL,20,27,0,NA,27,-20.7,-19.3,-26.6,-27.4,lowell,Lowell,10th,27th,MA,Rank Change from Last Census: 4,<br>First Appearance: 5th Census,"City: Lowell, MA<br>Census: 10th<br>Rank: 27th<br>Rank Change from Last Census: 4<br>First Appearance: 5th Census",right_lim,19.45
LOWELL,20,27,0,NA,27,-20.7,-19.3,-26.6,-27.4,lowell,Lowell,10th,27th,MA,Rank Change from Last Census: 4,<br>First Appearance: 5th Census,"City: Lowell, MA<br>Census: 10th<br>Rank: 27th<br>Rank Change from Last Census: 4<br>First Appearance: 5th Census",left_lim,20.55
WORCESTER,20,28,0,NA,28,-20.7,-19.3,-27.6,-28.4,worcester,Worcester,10th,28th,MA,Rank Change from Last Census: 2,<br>First Appearance: 7th Census,"City: Worcester, MA<br>Census: 10th<br>Rank: 28th<br>Rank Change from Last Census: 2<br>First Appearance: 7th Census",right_lim,19.45
WORCESTER,20,28,0,NA,28,-20.7,-19.3,-27.6,-28.4,worcester,Worcester,10th,28th,MA,Rank Change from Last Census: 2,<br>First Appearance: 7th Census,"City: Worcester, MA<br>Census: 10th<br>Rank: 28th<br>Rank Change from Last Census: 2<br>First Appearance: 7th Census",left_lim,20.55
TROY,20,29,0,NA,29,-20.7,-19.3,-28.6,-29.4,troy,Troy,10th,29th,NY,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 10th<br>Rank: 29th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census",right_lim,19.45
TROY,20,29,0,NA,29,-20.7,-19.3,-28.6,-29.4,troy,Troy,10th,29th,NY,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 10th<br>Rank: 29th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census",left_lim,20.55
KANSAS CITY,20,30,0,NA,30,-20.7,-19.3,-29.6,-30.4,kansas_city,Kansas City,10th,30th,MO,Rank Change from Last Census: 8,<br>First Appearance: 9th Census,"City: Kansas City, MO<br>Census: 10th<br>Rank: 30th<br>Rank Change from Last Census: 8<br>First Appearance: 9th Census",right_lim,19.45
KANSAS CITY,20,30,0,NA,30,-20.7,-19.3,-29.6,-30.4,kansas_city,Kansas City,10th,30th,MO,Rank Change from Last Census: 8,<br>First Appearance: 9th Census,"City: Kansas City, MO<br>Census: 10th<br>Rank: 30th<br>Rank Change from Last Census: 8<br>First Appearance: 9th Census",left_lim,20.55
CAMBRIDGE,20,31,0,NA,31,-20.7,-19.3,-30.6,-31.4,cambridge,Cambridge,10th,31st,MA,Rank Change from Last Census: 2,<br>First Appearance: 5th Census,"City: Cambridge, MA<br>Census: 10th<br>Rank: 31st<br>Rank Change from Last Census: 2<br>First Appearance: 5th Census",right_lim,19.45
CAMBRIDGE,20,31,0,NA,31,-20.7,-19.3,-30.6,-31.4,cambridge,Cambridge,10th,31st,MA,Rank Change from Last Census: 2,<br>First Appearance: 5th Census,"City: Cambridge, MA<br>Census: 10th<br>Rank: 31st<br>Rank Change from Last Census: 2<br>First Appearance: 5th Census",left_lim,20.55
SYRACUSE,20,32,0,NA,32,-20.7,-19.3,-31.6,-32.4,syracuse,Syracuse,10th,32nd,NY,Rank Change from Last Census: -3,<br>First Appearance: 6th Census,"City: Syracuse, NY<br>Census: 10th<br>Rank: 32nd<br>Rank Change from Last Census: -3<br>First Appearance: 6th Census",right_lim,19.45
SYRACUSE,20,32,0,NA,32,-20.7,-19.3,-31.6,-32.4,syracuse,Syracuse,10th,32nd,NY,Rank Change from Last Census: -3,<br>First Appearance: 6th Census,"City: Syracuse, NY<br>Census: 10th<br>Rank: 32nd<br>Rank Change from Last Census: -3<br>First Appearance: 6th Census",left_lim,20.55
COLUMBUS,20,33,0,NA,33,-20.7,-19.3,-32.6,-33.4,columbus,Columbus,10th,33rd,OH,Rank Change from Last Census: 9,<br>First Appearance: 7th Census,"City: Columbus, OH<br>Census: 10th<br>Rank: 33rd<br>Rank Change from Last Census: 9<br>First Appearance: 7th Census",right_lim,19.45
COLUMBUS,20,33,0,NA,33,-20.7,-19.3,-32.6,-33.4,columbus,Columbus,10th,33rd,OH,Rank Change from Last Census: 9,<br>First Appearance: 7th Census,"City: Columbus, OH<br>Census: 10th<br>Rank: 33rd<br>Rank Change from Last Census: 9<br>First Appearance: 7th Census",left_lim,20.55
PATERSON,20,34,0,NA,34,-20.7,-19.3,-33.6,-34.4,paterson,Paterson,10th,34th,NJ,Rank Change from Last Census: 3,<br>First Appearance: 8th Census,"City: Paterson, NJ<br>Census: 10th<br>Rank: 34th<br>Rank Change from Last Census: 3<br>First Appearance: 8th Census",right_lim,19.45
PATERSON,20,34,0,NA,34,-20.7,-19.3,-33.6,-34.4,paterson,Paterson,10th,34th,NJ,Rank Change from Last Census: 3,<br>First Appearance: 8th Census,"City: Paterson, NJ<br>Census: 10th<br>Rank: 34th<br>Rank Change from Last Census: 3<br>First Appearance: 8th Census",left_lim,20.55
TOLEDO,20,35,0,NA,35,-20.7,-19.3,-34.6,-35.4,toledo,Toledo,10th,35th,OH,Rank Change from Last Census: 5,<br>First Appearance: 9th Census,"City: Toledo, OH<br>Census: 10th<br>Rank: 35th<br>Rank Change from Last Census: 5<br>First Appearance: 9th Census",right_lim,19.45
TOLEDO,20,35,0,NA,35,-20.7,-19.3,-34.6,-35.4,toledo,Toledo,10th,35th,OH,Rank Change from Last Census: 5,<br>First Appearance: 9th Census,"City: Toledo, OH<br>Census: 10th<br>Rank: 35th<br>Rank Change from Last Census: 5<br>First Appearance: 9th Census",left_lim,20.55
CHARLESTON,20,36,1,NA,36,-20.7,-19.3,-35.6,-36.4,charleston,Charleston,10th,36th,SC,Rank Change from Last Census: -10,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 10th<br>Rank: 36th<br>Rank Change from Last Census: -10<br>First Appearance: 1st Census",right_lim,19.45
CHARLESTON,20,36,1,NA,36,-20.7,-19.3,-35.6,-36.4,charleston,Charleston,10th,36th,SC,Rank Change from Last Census: -10,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 10th<br>Rank: 36th<br>Rank Change from Last Census: -10<br>First Appearance: 1st Census",left_lim,20.55
FALL RIVER,20,37,0,NA,37,-20.7,-19.3,-36.6,-37.4,fall_river,Fall River,10th,37th,MA,Rank Change from Last Census: 13,<br>First Appearance: 9th Census,"City: Fall River, MA<br>Census: 10th<br>Rank: 37th<br>Rank Change from Last Census: 13<br>First Appearance: 9th Census",right_lim,19.45
FALL RIVER,20,37,0,NA,37,-20.7,-19.3,-36.6,-37.4,fall_river,Fall River,10th,37th,MA,Rank Change from Last Census: 13,<br>First Appearance: 9th Census,"City: Fall River, MA<br>Census: 10th<br>Rank: 37th<br>Rank Change from Last Census: 13<br>First Appearance: 9th Census",left_lim,20.55
MINNEAPOLIS,20,38,1,NA,38,-20.7,-19.3,-37.6,-38.4,minneapolis,Minneapolis,10th,38th,MN,First Appearance,,"City: Minneapolis, MN<br>Census: 10th<br>Rank: 38th<br>First Appearance",right_lim,19.45
MINNEAPOLIS,20,38,1,NA,38,-20.7,-19.3,-37.6,-38.4,minneapolis,Minneapolis,10th,38th,MN,First Appearance,,"City: Minneapolis, MN<br>Census: 10th<br>Rank: 38th<br>First Appearance",left_lim,20.55
SCRANTON,20,39,0,NA,39,-20.7,-19.3,-38.6,-39.4,scranton,Scranton,10th,39th,PA,Rank Change from Last Census: -4,<br>First Appearance: 9th Census,"City: Scranton, PA<br>Census: 10th<br>Rank: 39th<br>Rank Change from Last Census: -4<br>First Appearance: 9th Census",right_lim,19.45
SCRANTON,20,39,0,NA,39,-20.7,-19.3,-38.6,-39.4,scranton,Scranton,10th,39th,PA,Rank Change from Last Census: -4,<br>First Appearance: 9th Census,"City: Scranton, PA<br>Census: 10th<br>Rank: 39th<br>Rank Change from Last Census: -4<br>First Appearance: 9th Census",left_lim,20.55
